ID,Order Date,Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
840,5/18/2020,4424,CA-2017-159464,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,0,75.735
841,5/18/2020,4425,CA-2017-159464,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,0,15.6375
842,5/18/2020,4426,CA-2017-159464,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
843,5/18/2020,4427,CA-2017-159464,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0,15.6744
844,5/18/2020,4715,CA-2017-121643,First Class,AB-10105,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,38.7792
845,5/18/2020,5222,CA-2017-117401,Second Class,PP-18955,Home Office,United States,Springfield,Missouri,65807,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
846,5/18/2020,5223,CA-2017-117401,Second Class,PP-18955,Home Office,United States,Springfield,Missouri,65807,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,0,2.299
847,5/18/2020,5224,CA-2017-117401,Second Class,PP-18955,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,7,0,20.7312
848,5/18/2020,8183,CA-2017-155642,Standard Class,BM-11575,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
849,5/18/2020,8184,CA-2017-155642,Standard Class,BM-11575,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.892,1,0.6,-0.9933
850,5/19/2020,628,CA-2017-153787,Standard Class,AT-10735,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764
851,5/19/2020,713,US-2017-100048,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226
852,5/19/2020,714,US-2017-100048,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
853,5/19/2020,715,US-2017-100048,Standard Class,RS-19765,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886
854,5/19/2020,2859,CA-2017-138975,Standard Class,SC-20380,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.068
855,5/19/2020,2860,CA-2017-138975,Standard Class,SC-20380,Consumer,United States,Atlanta,Georgia,30318,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,3,0,98.2722
856,5/19/2020,2861,CA-2017-138975,Standard Class,SC-20380,Consumer,United States,Atlanta,Georgia,30318,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0,374.6286
857,5/19/2020,2862,CA-2017-138975,Standard Class,SC-20380,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,7,0,140.5957
858,5/19/2020,3625,CA-2017-113530,Second Class,BC-11125,Home Office,United States,San Francisco,California,94109,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",681.408,12,0.2,42.588
859,5/19/2020,3626,CA-2017-113530,Second Class,BC-11125,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,3.52,2,0,1.0208
860,5/19/2020,3627,CA-2017-113530,Second Class,BC-11125,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,5.58,1,0,1.395
861,5/19/2020,3628,CA-2017-113530,Second Class,BC-11125,Home Office,United States,San Francisco,California,94109,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,36.32,1,0,10.896
862,5/19/2020,5053,US-2017-120607,Same Day,JC-15775,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,195.64,4,0,91.9508
863,5/19/2020,5454,US-2017-108700,Standard Class,PJ-18835,Corporate,United States,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808
864,5/19/2020,5939,CA-2017-122077,Standard Class,JF-15295,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.992,1,0.2,9.5992
865,5/19/2020,5940,CA-2017-122077,Standard Class,JF-15295,Consumer,United States,Plano,Texas,75023,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.216,4,0.2,4.2952
866,5/19/2020,6044,CA-2017-145702,Second Class,AH-10075,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646
867,5/19/2020,6045,CA-2017-145702,Second Class,AH-10075,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888,7,0.2,10.1094
868,5/19/2020,6369,US-2017-147998,Standard Class,SA-20830,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5,0.2,49.92
869,5/19/2020,9011,CA-2017-127803,Standard Class,ND-18460,Corporate,United States,Huntsville,Alabama,35810,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,26.16,4,0,12.8184
870,5/20/2020,4363,CA-2017-111332,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,131.94,3,0,35.6238
871,5/20/2020,4364,CA-2017-111332,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,4,0,8.2944
872,5/20/2020,4365,CA-2017-111332,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,4,0,162.0948
873,5/20/2020,4366,CA-2017-111332,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,7.41,3,0,3.4827
874,5/20/2020,4367,CA-2017-111332,Second Class,NC-18340,Consumer,United States,Fargo,North Dakota,58103,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5,10,0,7.095
875,5/20/2020,6068,CA-2017-166695,Standard Class,CC-12430,Home Office,United States,Lakewood,California,90712,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,0.2,-97.176
876,5/20/2020,6069,CA-2017-166695,Standard Class,CC-12430,Home Office,United States,Lakewood,California,90712,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,0,3.3504
877,5/20/2020,6070,CA-2017-166695,Standard Class,CC-12430,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61
878,5/20/2020,6907,CA-2017-149468,Same Day,AR-10405,Corporate,United States,Trenton,Michigan,48183,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",41.28,2,0,19.8144
879,5/20/2020,9143,US-2017-166688,Standard Class,RD-19480,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,8.288,2,0.2,3.0044
880,5/20/2020,9144,US-2017-166688,Standard Class,RD-19480,Consumer,United States,Las Vegas,Nevada,89115,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,1123.128,9,0.2,70.1955
881,5/20/2020,9145,US-2017-166688,Standard Class,RD-19480,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,64.9,5,0,18.821
882,5/21/2020,989,CA-2017-167899,Standard Class,JG-15805,Corporate,United States,Auburn,New York,13021,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0,72.807
883,5/21/2020,990,CA-2017-167899,Standard Class,JG-15805,Corporate,United States,Auburn,New York,13021,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0,5.2113
884,5/22/2020,5540,US-2017-150595,Standard Class,LE-16810,Consumer,United States,Chicago,Illinois,60653,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2,0.3,-54.5958
885,5/22/2020,5541,US-2017-150595,Standard Class,LE-16810,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268
886,5/22/2020,5542,US-2017-150595,Standard Class,LE-16810,Consumer,United States,Chicago,Illinois,60653,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3,0.2,2.5137
887,5/22/2020,6467,CA-2017-153080,Second Class,EH-13945,Consumer,United States,Los Angeles,California,90008,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46,7,0,25.3302
888,5/22/2020,7245,US-2017-151127,First Class,RL-19615,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,49.56,7,0,18.8328
889,5/22/2020,9247,CA-2017-130106,Standard Class,VF-21715,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0,2.8536
890,5/22/2020,9248,CA-2017-130106,Standard Class,VF-21715,Home Office,United States,San Francisco,California,94109,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0,0.7228
891,5/23/2020,4510,CA-2017-167003,Standard Class,VS-21820,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
892,5/23/2020,4872,CA-2017-164042,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,1.824,2,0.2,0.6156
893,5/23/2020,4873,CA-2017-164042,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
894,5/23/2020,4874,CA-2017-164042,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,48.816,3,0.2,-11.5938
895,5/23/2020,4875,CA-2017-164042,Standard Class,KL-16645,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
896,5/25/2020,6671,CA-2017-161088,Standard Class,MH-18115,Home Office,United States,Columbus,Georgia,31907,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,29.84,2,0,13.428
897,5/25/2020,8013,CA-2017-120168,Same Day,TB-21625,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,5,0.2,207.475
898,5/25/2020,8014,CA-2017-120168,Same Day,TB-21625,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,120,8,0,13.2
899,5/25/2020,8015,CA-2017-120168,Same Day,TB-21625,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,3.29,1,0,1.4805
900,5/25/2020,8016,CA-2017-120168,Same Day,TB-21625,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
901,5/25/2020,9128,CA-2017-112473,Standard Class,JL-15505,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",50.136,3,0.2,-11.2806
902,5/26/2020,7000,CA-2017-123687,First Class,KC-16675,Corporate,United States,Louisville,Kentucky,40214,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,3,0,62.532
903,5/26/2020,7001,CA-2017-123687,First Class,KC-16675,Corporate,United States,Louisville,Kentucky,40214,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,25.76,2,0,0.7728
904,5/26/2020,9067,CA-2017-152968,Standard Class,BM-11785,Consumer,United States,Harrisonburg,Virginia,22801,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,0,6.924
905,5/26/2020,9438,CA-2017-107853,Standard Class,CD-11920,Consumer,United States,Oceanside,California,92054,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,12.96,2,0,6.2208
906,5/27/2020,3082,US-2017-132297,Standard Class,DW-13480,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0,28.0032
907,5/27/2020,3083,US-2017-132297,Standard Class,DW-13480,Home Office,United States,Louisville,Kentucky,40214,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0,134.9925
908,5/27/2020,3943,CA-2017-160458,Second Class,EH-13945,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,25.92,5,0.2,9.072
909,5/27/2020,5376,CA-2017-134152,Standard Class,RP-19855,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
910,5/27/2020,5377,CA-2017-134152,Standard Class,RP-19855,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3,0,7.86
911,5/27/2020,6436,US-2017-116897,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35,4,0,14.7
912,5/27/2020,6437,US-2017-116897,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0,28.629
913,5/27/2020,6438,US-2017-116897,First Class,JG-15160,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782
914,5/27/2020,9448,CA-2017-136882,Standard Class,DN-13690,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",477.3,5,0,138.417
915,5/27/2020,9457,CA-2017-151855,Standard Class,BW-11110,Corporate,United States,Greensboro,North Carolina,27405,South,TEC-AC-10002380,Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,27.192,3,0.2,0.3399
916,5/27/2020,9458,CA-2017-151855,Standard Class,BW-11110,Corporate,United States,Greensboro,North Carolina,27405,South,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.06,5,0.7,-10.05
917,5/28/2020,86,CA-2017-140088,Second Class,PO-18865,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
918,5/28/2020,2434,US-2017-112613,Standard Class,JH-15910,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,4,0.2,4.0776
919,5/28/2020,6242,CA-2017-141572,Second Class,LO-17170,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,0,101.4504
920,5/28/2020,8457,US-2017-118556,Second Class,TH-21235,Corporate,United States,Chicago,Illinois,60653,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073
921,5/28/2020,8458,US-2017-118556,Second Class,TH-21235,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237
922,5/28/2020,8786,CA-2017-145765,Standard Class,CM-11815,Corporate,United States,Phoenix,Arizona,85023,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96,5,0.2,19.596
923,5/28/2020,8787,CA-2017-145765,Standard Class,CM-11815,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,15.552,3,0.2,5.4432
924,5/28/2020,8788,CA-2017-145765,Standard Class,CM-11815,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,271.968,4,0.2,54.3936
925,5/28/2020,9132,CA-2017-100055,Standard Class,MD-17860,Corporate,United States,Laurel,Maryland,20707,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0,9.8856
926,5/28/2020,9133,CA-2017-100055,Standard Class,MD-17860,Corporate,United States,Laurel,Maryland,20707,East,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,3,0,36.2877
927,5/28/2020,9295,CA-2017-161340,Standard Class,AM-10360,Corporate,United States,Cleveland,Ohio,44105,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),13.872,3,0.2,5.0286
928,5/28/2020,9296,CA-2017-161340,Standard Class,AM-10360,Corporate,United States,Cleveland,Ohio,44105,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4,0.5,-64.9376
929,5/29/2020,371,CA-2017-104745,Standard Class,GT-14755,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396
930,5/29/2020,372,CA-2017-104745,Standard Class,GT-14755,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
931,5/29/2020,3404,CA-2017-168739,Standard Class,HZ-14950,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392
932,5/29/2020,3717,CA-2017-144568,Standard Class,JO-15550,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0,1.1775
933,5/29/2020,6248,CA-2017-121580,Standard Class,ML-17410,Consumer,United States,Columbus,Indiana,47201,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,43.41,1,0,19.9686
934,5/29/2020,6249,CA-2017-121580,Standard Class,ML-17410,Consumer,United States,Columbus,Indiana,47201,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,6.24,3,0,2.6208
935,5/29/2020,6250,CA-2017-121580,Standard Class,ML-17410,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,0,120.9416
936,5/29/2020,6251,CA-2017-121580,Standard Class,ML-17410,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1,0,3.99
937,5/30/2020,6402,CA-2017-125472,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,0,33.8744
938,5/30/2020,6403,CA-2017-125472,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,1,0,1.8672
939,5/30/2020,6404,CA-2017-125472,First Class,BD-11725,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0,3.0438
940,5/30/2020,7412,CA-2017-121125,Standard Class,MG-17890,Home Office,United States,Tigard,Oregon,97224,West,TEC-PH-10001619,Technology,Phones,LG G3,156.792,1,0.2,17.6391
941,5/30/2020,7413,CA-2017-121125,Standard Class,MG-17890,Home Office,United States,Tigard,Oregon,97224,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094
942,5/30/2020,7414,CA-2017-121125,Standard Class,MG-17890,Home Office,United States,Tigard,Oregon,97224,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,13.592,1,0.2,-0.3398
943,5/30/2020,8811,CA-2017-120614,Standard Class,SM-20950,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096
944,5/30/2020,9513,CA-2017-142461,Second Class,KT-16480,Consumer,United States,Dallas,Texas,75217,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",204.6664,1,0.32,-6.0196
945,5/30/2020,9687,CA-2017-116498,Standard Class,KA-16525,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",35.1,6,0,10.179
946,6/1/2020,2288,US-2017-112928,Second Class,BB-10990,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,1.311
947,6/1/2020,4838,CA-2017-106831,First Class,FH-14350,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.798,2,0.7,-2.6586
948,6/1/2020,4839,CA-2017-106831,First Class,FH-14350,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,27.744,6,0.2,10.0572
949,6/1/2020,4840,CA-2017-106831,First Class,FH-14350,Consumer,United States,Dublin,Ohio,43017,East,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,158.376,4,0.4,-34.3148
950,6/1/2020,7660,CA-2017-146493,Standard Class,CV-12805,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9,5,0,25.872
951,6/1/2020,7801,CA-2017-157413,Standard Class,BW-11065,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744,3,0.2,-77.1267
952,6/1/2020,9948,CA-2017-121559,Second Class,HW-14935,Corporate,United States,Indianapolis,Indiana,46203,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,1925.88,6,0,539.2464
953,6/1/2020,9949,CA-2017-121559,Second Class,HW-14935,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2405.2,8,0,793.716
954,6/1/2020,9950,CA-2017-121559,Second Class,HW-14935,Corporate,United States,Indianapolis,Indiana,46203,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,83.97,3,0,15.9543
955,6/1/2020,9951,CA-2017-121559,Second Class,HW-14935,Corporate,United States,Indianapolis,Indiana,46203,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,39.89,1,0,14.7593
956,6/1/2020,9952,CA-2017-121559,Second Class,HW-14935,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0,8.69
957,6/2/2020,1331,CA-2017-127705,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,44052,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.6435
958,6/2/2020,1332,CA-2017-127705,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,44052,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401
959,6/2/2020,3689,CA-2017-140760,Second Class,DO-13435,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92
960,6/2/2020,3690,CA-2017-140760,Second Class,DO-13435,Consumer,United States,Mesa,Arizona,85204,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92,5,0.2,15.921
961,6/2/2020,4769,CA-2017-158883,Same Day,CS-11860,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.344,4,0.2,9.1872
962,6/2/2020,7733,CA-2017-143294,Standard Class,JD-15790,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,10.688,2,0.2,3.7408
